exercise_id,name,body_part,equipment,level,type,desc,text
ex_0061,Dumbbell Get-Up Sit-Up,Abdominals,Dumbbell,Expert,Strength,Dumbbell Get-Up Sit-Up is a expert-level strength exercise targeting abdominals.,Dumbbell Get-Up Sit-Up targeting Abdominals using Dumbbell at Expert level. Dumbbell Get-Up Sit-Up is a expert-level strength exercise targeting abdominals.
ex_0062,Holman Right Side Plank with Left Triceps Press,Abdominals,Dumbbell,Intermediate,Strength,Holman Right Side Plank with Left Triceps Press is a intermediate-level strength exercise targeting abdominals.,Holman Right Side Plank with Left Triceps Press targeting Abdominals using Dumbbell at Intermediate level. Holman Right Side Plank with Left Triceps Press is a intermediate-level strength exercise targeting abdominals.
ex_0063,Holman Left Side Plank with Right Triceps Press,Abdominals,Dumbbell,Intermediate,Strength,Holman Left Side Plank with Right Triceps Press is a intermediate-level strength exercise targeting abdominals.,Holman Left Side Plank with Right Triceps Press targeting Abdominals using Dumbbell at Intermediate level. Holman Left Side Plank with Right Triceps Press is a intermediate-level strength exercise targeting abdominals.
ex_0064,Holman Boat with Feet Push-Out and Overhead Press,Abdominals,Dumbbell,Intermediate,Strength,Holman Boat with Feet Push-Out and Overhead Press is a intermediate-level strength exercise targeting abdominals.,Holman Boat with Feet Push-Out and Overhead Press targeting Abdominals using Dumbbell at Intermediate level. Holman Boat with Feet Push-Out and Overhead Press is a intermediate-level strength exercise targeting abdominals.
ex_0065,Holman Hovering Plank Row,Abdominals,Dumbbell,Intermediate,Strength,Holman Hovering Plank Row is a intermediate-level strength exercise targeting abdominals.,Holman Hovering Plank Row targeting Abdominals using Dumbbell at Intermediate level. Holman Hovering Plank Row is a intermediate-level strength exercise targeting abdominals.
ex_0066,Holman Weighted Seated Killer Abs to Russian Twist,Abdominals,Dumbbell,Intermediate,Strength,Holman Weighted Seated Killer Abs to Russian Twist is a intermediate-level strength exercise targeting abdominals.,Holman Weighted Seated Killer Abs to Russian Twist targeting Abdominals using Dumbbell at Intermediate level. Holman Weighted Seated Killer Abs to Russian Twist is a intermediate-level strength exercise targeting abdominals.
ex_0067,Holman Straight Plank Dumbbell Reach-Under,Abdominals,Dumbbell,Intermediate,Strength,Holman Straight Plank Dumbbell Reach-Under is a intermediate-level strength exercise targeting abdominals.,Holman Straight Plank Dumbbell Reach-Under targeting Abdominals using Dumbbell at Intermediate level. Holman Straight Plank Dumbbell Reach-Under is a intermediate-level strength exercise targeting abdominals.
ex_0068,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Abdominals,Dumbbell,Intermediate,Strength,Holman Straight-Arm Side Plank Overhead Press to Chest Press is a intermediate-level strength exercise targeting abdominals.,Holman Straight-Arm Side Plank Overhead Press to Chest Press targeting Abdominals using Dumbbell at Intermediate level. Holman Straight-Arm Side Plank Overhead Press to Chest Press is a intermediate-level strength exercise targeting abdominals.
ex_0069,Holman Weighted Burpee to Pike,Abdominals,Dumbbell,Intermediate,Strength,Holman Weighted Burpee to Pike is a intermediate-level strength exercise targeting abdominals.,Holman Weighted Burpee to Pike targeting Abdominals using Dumbbell at Intermediate level. Holman Weighted Burpee to Pike is a intermediate-level strength exercise targeting abdominals.
ex_0070,Holman Straight-Legged Boat Chest Press,Abdominals,Dumbbell,Intermediate,Strength,Holman Straight-Legged Boat Chest Press is a intermediate-level strength exercise targeting abdominals.,Holman Straight-Legged Boat Chest Press targeting Abdominals using Dumbbell at Intermediate level. Holman Straight-Legged Boat Chest Press is a intermediate-level strength exercise targeting abdominals.
ex_0071,Holman Weighted Burpee to Side Delt Raise,Abdominals,Dumbbell,Intermediate,Strength,Holman Weighted Burpee to Side Delt Raise is a intermediate-level strength exercise targeting abdominals.,Holman Weighted Burpee to Side Delt Raise targeting Abdominals using Dumbbell at Intermediate level. Holman Weighted Burpee to Side Delt Raise is a intermediate-level strength exercise targeting abdominals.
ex_0072,Holman Heavy Double Pike,Abdominals,Dumbbell,Intermediate,Strength,Holman Heavy Double Pike is a intermediate-level strength exercise targeting abdominals.,Holman Heavy Double Pike targeting Abdominals using Dumbbell at Intermediate level. Holman Heavy Double Pike is a intermediate-level strength exercise targeting abdominals.
ex_0073,Holman Heavy Double Split Pike,Abdominals,Dumbbell,Intermediate,Strength,Holman Heavy Double Split Pike is a intermediate-level strength exercise targeting abdominals.,Holman Heavy Double Split Pike targeting Abdominals using Dumbbell at Intermediate level. Holman Heavy Double Split Pike is a intermediate-level strength exercise targeting abdominals.
ex_0074,MetaBurn Alternating Dumbbell Sit-Through,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Alternating Dumbbell Sit-Through is a intermediate-level strength exercise targeting abdominals.,MetaBurn Alternating Dumbbell Sit-Through targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Alternating Dumbbell Sit-Through is a intermediate-level strength exercise targeting abdominals.
ex_0075,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Alternating Plank Row With Dumbbell Pull-Through is a intermediate-level strength exercise targeting abdominals.,MetaBurn Alternating Plank Row With Dumbbell Pull-Through targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Alternating Plank Row With Dumbbell Pull-Through is a intermediate-level strength exercise targeting abdominals.
ex_0076,MetaBurn Alternating Plank Row With Push-Up,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Alternating Plank Row With Push-Up is a intermediate-level strength exercise targeting abdominals.,MetaBurn Alternating Plank Row With Push-Up targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Alternating Plank Row With Push-Up is a intermediate-level strength exercise targeting abdominals.
ex_0077,MetaBurn Dumbbell Russian Twist,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Dumbbell Russian Twist is a intermediate-level strength exercise targeting abdominals.,MetaBurn Dumbbell Russian Twist targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Dumbbell Russian Twist is a intermediate-level strength exercise targeting abdominals.
ex_0078,MetaBurn Dumbbell Toe-Touch,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Dumbbell Toe-Touch is a intermediate-level strength exercise targeting abdominals.,MetaBurn Dumbbell Toe-Touch targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Dumbbell Toe-Touch is a intermediate-level strength exercise targeting abdominals.
ex_0079,MetaBurn Plank To Alternating Row,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Plank To Alternating Row is a intermediate-level strength exercise targeting abdominals.,MetaBurn Plank To Alternating Row targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Plank To Alternating Row is a intermediate-level strength exercise targeting abdominals.
ex_0080,Standing dumbbell knee crunch-,Abdominals,Dumbbell,Intermediate,Strength,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.","Standing dumbbell knee crunch- targeting Abdominals using Dumbbell at Intermediate level. The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout."
ex_0081,MetaBurn Plank With Dumbbell Rotation,Abdominals,Dumbbell,Intermediate,Strength,MetaBurn Plank With Dumbbell Rotation is a intermediate-level strength exercise targeting abdominals.,MetaBurn Plank With Dumbbell Rotation targeting Abdominals using Dumbbell at Intermediate level. MetaBurn Plank With Dumbbell Rotation is a intermediate-level strength exercise targeting abdominals.
